data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/river/river_180.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Crop/Crop_189.tif,4,0
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/freeway/freeway_306.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Forest/Forest_188.tif,5,1
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/dense_residential/dense_residential_083.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Residential/Residential_99.tif,3,3
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/industrial_area/industrial_area_206.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Crop/Crop_171.tif,2,0
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/river/river_280.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/River/River_375.tif,4,4
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/lake/lake_273.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/SeaLake/SeaLake_229.tif,7,7
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/river/river_250.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Crop/Crop_199.tif,4,0
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/industrial_area/industrial_area_140.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Pasture/Pasture_329.tif,2,6
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/dense_residential/dense_residential_193.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Residential/Residential_328.tif,3,3
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/dense_residential/dense_residential_312.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Industrial/Industrial_278.tif,3,2
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/lake/lake_019.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Crop/Crop_80.tif,7,0
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/freeway/freeway_008.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Forest/Forest_12.tif,5,1
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/rectangular_farmland/rectangular_farmland_033.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Pasture/Pasture_306.tif,0,6
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/meadow/meadow_149.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Pasture/Pasture_192.tif,6,6
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/lake/lake_069.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/River/River_51.tif,7,4
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/lake/lake_299.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Crop/Crop_76.tif,7,0
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/industrial_area/industrial_area_297.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/SeaLake/SeaLake_362.tif,2,7
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/lake/lake_172.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Crop/Crop_90.tif,7,0
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/forest/forest_110.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Forest/Forest_313.tif,1,1
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/river/river_312.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Forest/Forest_384.tif,4,1
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/dense_residential/dense_residential_171.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Forest/Forest_346.tif,3,1
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/river/river_295.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Crop/Crop_248.tif,4,0
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/lake/lake_356.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/SeaLake/SeaLake_366.tif,7,7
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/river/river_376.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/SeaLake/SeaLake_336.tif,4,7
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/rectangular_farmland/rectangular_farmland_070.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Residential/Residential_167.tif,0,3
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/river/river_013.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/River/River_101.tif,4,4
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/river/river_131.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Highway/Highway_94.tif,4,5
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/forest/forest_057.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Forest/Forest_373.tif,1,1
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/lake/lake_164.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Residential/Residential_118.tif,7,3
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/rectangular_farmland/rectangular_farmland_216.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/River/River_149.tif,0,4
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/dense_residential/dense_residential_159.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Forest/Forest_361.tif,3,1
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/rectangular_farmland/rectangular_farmland_051.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Industrial/Industrial_120.tif,0,2
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/forest/forest_181.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Residential/Residential_209.tif,1,3
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/river/river_014.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Forest/Forest_310.tif,4,1
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/lake/lake_123.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Highway/Highway_164.tif,7,5
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/industrial_area/industrial_area_117.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Highway/Highway_215.tif,2,5
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/industrial_area/industrial_area_066.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Pasture/Pasture_139.tif,2,6
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/freeway/freeway_075.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/SeaLake/SeaLake_369.tif,5,7
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/forest/forest_286.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Pasture/Pasture_273.tif,1,6
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/meadow/meadow_201.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/SeaLake/SeaLake_44.tif,6,7
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/forest/forest_367.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/SeaLake/SeaLake_392.tif,1,7
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/freeway/freeway_180.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Forest/Forest_46.tif,5,1
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/dense_residential/dense_residential_391.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/SeaLake/SeaLake_371.tif,3,7
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/industrial_area/industrial_area_269.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/River/River_393.tif,2,4
data/target_eurosat_cases/target100/8_classes/resisc/train_1/images/rectangular_farmland/rectangular_farmland_001.jpg,data/target_eurosat_cases/target100/8_classes/eurosat/train_1/images/Industrial/Industrial_143.tif,0,2
